resolution_id,resolution_type
1458,Contract Language/Legal Issue; Claim Settled; Appraisal Process Invoked
1459,Contract Language/Legal Issue; Claim Settled; Claim Not Clean
1460,Contract Language/Legal Issue; Claim Settled; Clean Claims Violation
1461,Contract Language/Legal Issue; Claim Settled; Company Position Upheld
1462,Contract Language/Legal Issue; Claim Settled; Complaint Withdrawn
1463,Contract Language/Legal Issue; Claim Settled; Consumer Withdraw
1464,Contract Language/Legal Issue; Claim Settled; Corrective Action Taken
1465,Contract Language/Legal Issue; Claim Settled; Information Furnished
1466,Contract Language/Legal Issue; Claim Settled; Premium Refunded
1467,Contract Language/Legal Issue; Claim Settled; Question of Fact
1468,Contract Language/Legal Issue; Claim Settled; Referred for Disciplinary Actn
1469,Contract Language/Legal Issue; Claim Settled; Stat Pen Pd-Over 90 Dys Late
1470,Contract Language/Legal Issue; Clean Claims Violation
1471,Contract Language/Legal Issue; Clean Claims Violation; Stat Pen Pd-46 To 90 Dys Late
1472,Contract Language/Legal Issue; Clean Claims Violation; Stat Pen Pd-Over 90 Dys Late
1473,Contract Language/Legal Issue; Company Position Upheld
1474,Contract Language/Legal Issue; Company Position Upheld; Additional Monies Received
1475,Contract Language/Legal Issue; Company Position Upheld; Additional Payment Expected
1476,Contract Language/Legal Issue; Company Position Upheld; Appraisal Process Invoked
1477,Contract Language/Legal Issue; Company Position Upheld; Cancel/Non-Renewal Upheld
1478,Contract Language/Legal Issue; Company Position Upheld; Claim Not Clean
1479,Contract Language/Legal Issue; Company Position Upheld; Claim Settled
1480,Contract Language/Legal Issue; Company Position Upheld; Complainant Retained Attorney
1481,Contract Language/Legal Issue; Company Position Upheld; Complaint Withdrawn
1482,Contract Language/Legal Issue; Company Position Upheld; Consumer Withdraw
1483,Contract Language/Legal Issue; Company Position Upheld; Corrective Action Taken
1484,Contract Language/Legal Issue; Company Position Upheld; Failure to Timely Respond
1485,Contract Language/Legal Issue; Company Position Upheld; Information Furnished
1486,Contract Language/Legal Issue; Company Position Upheld; Insufficient Information
1487,Contract Language/Legal Issue; Company Position Upheld; Mediation Not Eligible
1488,Contract Language/Legal Issue; Company Position Upheld; No Jurisdiction
1489,Contract Language/Legal Issue; Company Position Upheld; Non-Renewal Rescinded
1490,Contract Language/Legal Issue; Company Position Upheld; Policy Not In Force
1491,Contract Language/Legal Issue; Company Position Upheld; Premium Refunded
1492,Contract Language/Legal Issue; Company Position Upheld; Question of Fact
1493,Contract Language/Legal Issue; Company Position Upheld; Referred To
1494,Contract Language/Legal Issue; Complainant Retained Attorney
1495,Contract Language/Legal Issue; Complainant Retained Attorney; Additional Monies Received
1496,Contract Language/Legal Issue; Complainant Retained Attorney; Additional Payment Expected
1497,Contract Language/Legal Issue; Complainant Retained Attorney; Claim Settled
1498,Contract Language/Legal Issue; Complainant Retained Attorney; Company Position Upheld
1499,Contract Language/Legal Issue; Complainant Retained Attorney; Information Furnished
1500,Contract Language/Legal Issue; Complainant Retained Attorney; No Jurisdiction
1501,Contract Language/Legal Issue; Complainant Retained Attorney; Question of Fact
1502,Contract Language/Legal Issue; Complaint Withdrawn
1503,Contract Language/Legal Issue; Consumer Withdraw
1504,Contract Language/Legal Issue; Consumer Withdraw; Claim Settled
1505,Contract Language/Legal Issue; Consumer Withdraw; Information Furnished
1506,Contract Language/Legal Issue; Corrective Action Taken
1507,Contract Language/Legal Issue; Corrective Action Taken; Additional Monies Received
1508,Contract Language/Legal Issue; Corrective Action Taken; Additional Payment Expected
1509,Contract Language/Legal Issue; Corrective Action Taken; Cash Surrender Paid
1510,Contract Language/Legal Issue; Corrective Action Taken; Claim Settled
1511,Contract Language/Legal Issue; Corrective Action Taken; Company Position Upheld
1512,Contract Language/Legal Issue; Corrective Action Taken; Failure to Timely Respond
1513,Contract Language/Legal Issue; Corrective Action Taken; Information Furnished
1514,Contract Language/Legal Issue; Corrective Action Taken; No Jurisdiction
1515,Contract Language/Legal Issue; Corrective Action Taken; Policy Issued/Restored
1516,Contract Language/Legal Issue; Corrective Action Taken; Policy Not In Force
1517,Contract Language/Legal Issue; Corrective Action Taken; Premium Refunded
1518,Contract Language/Legal Issue; Corrective Action Taken; Question of Fact
1519,Contract Language/Legal Issue; Corrective Action Taken; Referred To
1520,Contract Language/Legal Issue; Corrective Action Taken; Stat Pen Pd-46 To 90 Dys Late
1521,Contract Language/Legal Issue; Corrective Action Taken; Stat Pen Pd-Over 90 Dys Late
1522,Contract Language/Legal Issue; Corrective Action Taken; Stat Pen Pd-Up To 45 Dys Late
1523,Contract Language/Legal Issue; Earnest Money Paid Out; Additional Monies Received
1524,Contract Language/Legal Issue; Entered Into Arbitration
1525,Contract Language/Legal Issue; Failure to Timely Respond
1526,Contract Language/Legal Issue; Failure to Timely Respond; Additional Monies Received
1527,Contract Language/Legal Issue; Failure to Timely Respond; Appraisal Process Invoked
1528,Contract Language/Legal Issue; Failure to Timely Respond; Company Position Upheld
1529,Contract Language/Legal Issue; Failure to Timely Respond; Complainant Retained Attorney
1530,Contract Language/Legal Issue; Failure to Timely Respond; Corrective Action Taken
1531,Contract Language/Legal Issue; Failure to Timely Respond; Information Furnished
1532,Contract Language/Legal Issue; Failure to Timely Respond; No Jurisdiction
1533,Contract Language/Legal Issue; Failure to Timely Respond; Policy Issued/Restored
1534,Contract Language/Legal Issue; Failure to Timely Respond; Policy Not In Force
1535,Contract Language/Legal Issue; Failure to Timely Respond; Question of Fact
1536,Contract Language/Legal Issue; Information Furnished
1537,Contract Language/Legal Issue; Information Furnished; Additional Monies Received
1538,Contract Language/Legal Issue; Information Furnished; Additional Payment Expected
1539,Contract Language/Legal Issue; Information Furnished; Appraisal Process Invoked
1540,Contract Language/Legal Issue; Information Furnished; Cancel/Non-Renewal Upheld
1541,Contract Language/Legal Issue; Information Furnished; Cancellation Withdrawn
1542,Contract Language/Legal Issue; Information Furnished; Cash Surrender Paid
1543,Contract Language/Legal Issue; Information Furnished; Claim Not Clean
1544,Contract Language/Legal Issue; Information Furnished; Claim Settled
1545,Contract Language/Legal Issue; Information Furnished; Clean Claims Violation
1546,Contract Language/Legal Issue; Information Furnished; Company Position Upheld
1547,Contract Language/Legal Issue; Information Furnished; Complainant Retained Attorney
1548,Contract Language/Legal Issue; Information Furnished; Consumer Withdraw
1549,Contract Language/Legal Issue; Information Furnished; Corrective Action Taken
1550,Contract Language/Legal Issue; Information Furnished; Failure to Timely Respond
1551,Contract Language/Legal Issue; Information Furnished; Insufficient Information
1552,Contract Language/Legal Issue; Information Furnished; Mediation Not Eligible
1553,Contract Language/Legal Issue; Information Furnished; No Enforcement Case Opened
1554,Contract Language/Legal Issue; Information Furnished; No Jurisdiction
1555,Contract Language/Legal Issue; Information Furnished; Other
1556,Contract Language/Legal Issue; Information Furnished; Overpaid Claim Recouped
1557,Contract Language/Legal Issue; Information Furnished; Policy Issued/Restored
1558,Contract Language/Legal Issue; Information Furnished; Policy Not In Force
1559,Contract Language/Legal Issue; Information Furnished; Premium Refunded
1560,Contract Language/Legal Issue; Information Furnished; Question of Fact
1561,Contract Language/Legal Issue; Information Furnished; Referred To
1562,Contract Language/Legal Issue; Information Furnished; Stat Pen Pd-Up To 45 Dys Late
1563,Contract Language/Legal Issue; Insufficient Information
1564,Contract Language/Legal Issue; Insufficient Information; Additional Monies Received
1565,Contract Language/Legal Issue; Insufficient Information; Additional Payment Expected
1566,Contract Language/Legal Issue; Insufficient Information; Company Position Upheld
1567,Contract Language/Legal Issue; Insufficient Information; Information Furnished
1568,Contract Language/Legal Issue; Insufficient Information; No Jurisdiction
1569,Contract Language/Legal Issue; Insufficient Information; Policy Issued/Restored
1570,Contract Language/Legal Issue; Insufficient Information; Policy Not In Force
1571,Contract Language/Legal Issue; Insufficient Information; Question of Fact
1572,Contract Language/Legal Issue; Insufficient Information; Referred To
1573,Contract Language/Legal Issue; Low Priority
1574,Contract Language/Legal Issue; Mediation Billed Amount
1575,Contract Language/Legal Issue; Mediation Billed Amount; Mediation Not Eligible
1576,Contract Language/Legal Issue; Mediation Billed Amount; Mediation Paid Amount
1577,Contract Language/Legal Issue; Mediation Not Eligible
1578,Contract Language/Legal Issue; Mediation Not Eligible; Additional Monies Received
1579,Contract Language/Legal Issue; Mediation Not Eligible; Additional Payment Expected
1580,Contract Language/Legal Issue; Mediation Not Eligible; Company Position Upheld
1581,Contract Language/Legal Issue; Mediation Not Eligible; Information Furnished
1582,Contract Language/Legal Issue; Mediation Not Eligible; Mediation Billed Amount
1583,Contract Language/Legal Issue; Mediation Not Eligible; No Jurisdiction
1584,Contract Language/Legal Issue; Mediation Paid Amount; Mediation Billed Amount
1585,Contract Language/Legal Issue; No Enforcement Case Opened; Information Furnished
1586,Contract Language/Legal Issue; No Enforcement Case Opened; Referred for Disciplinary Actn
1587,Contract Language/Legal Issue; No Jurisdiction
1588,Contract Language/Legal Issue; No Jurisdiction; Additional Monies Received
1589,Contract Language/Legal Issue; No Jurisdiction; Additional Payment Expected
1590,Contract Language/Legal Issue; No Jurisdiction; Claim Settled
1591,Contract Language/Legal Issue; No Jurisdiction; Company Position Upheld
1592,Contract Language/Legal Issue; No Jurisdiction; Complainant Retained Attorney
1593,Contract Language/Legal Issue; No Jurisdiction; Corrective Action Taken
1594,Contract Language/Legal Issue; No Jurisdiction; Information Furnished
1595,Contract Language/Legal Issue; No Jurisdiction; Insufficient Information
1596,Contract Language/Legal Issue; No Jurisdiction; Policy Issued/Restored
1597,Contract Language/Legal Issue; No Jurisdiction; Policy Not In Force
1598,Contract Language/Legal Issue; No Jurisdiction; Question of Fact
1599,Contract Language/Legal Issue; No Jurisdiction; Referred To
1600,Contract Language/Legal Issue; Non-Renewal Rescinded
1601,Contract Language/Legal Issue; Non-Renewal Rescinded; Information Furnished
1602,Contract Language/Legal Issue; Opened/Linked to Case File
1603,Contract Language/Legal Issue; Opened/Linked to Case File; Referred for Disciplinary Actn
1604,Contract Language/Legal Issue; Other
1605,Contract Language/Legal Issue; Other; Information Furnished
1606,Contract Language/Legal Issue; Other; Question of Fact
1607,Contract Language/Legal Issue; Overpaid Claim Recouped
1608,Contract Language/Legal Issue; Overpaid Claim Recouped; Additional Monies Received
1609,Contract Language/Legal Issue; Overpaid Claim Recouped; Clean Claims Violation
